c9412198-dc95-437c-80d0-ca565761e630,2025-12-02T12:34:39.062850344,35.47,Groceries,L5
1d314282-99a3-40b1-9fa4-fbe3726ff727,2025-11-29T17:34:39.063023988,36.58,Groceries,L5
54352c62-3f00-483f-9118-d4f33d862e40,2025-12-02T06:34:39.063158813,89.83,Online Purchase,L1
db6cacfd-f34a-4e53-8e5f-3fbd6c34a194,2025-11-30T02:34:39.063428660,97.67,Deposit,L2
6f5f391f-a312-4fc2-b9a2-4c607a318dd5,2025-12-01T04:34:39.063559787,71.87,Dinner,L5
674ac474-1ebe-456f-9da6-4d54558d6b6c,2025-12-01T12:34:39.063677075,73.80,Dinner,L3
ceb8e83f-2780-49fb-b173-273bb4d826d6,2025-11-30T20:34:39.063797147,27.88,Gas,L2
c378f312-e635-4167-96ea-12d72845a046,2025-12-02T00:34:39.063946571,17.61,Dinner,L1
6f0a9ec9-8dfd-4b05-b8e5-150ffdc66b7f,2025-11-29T22:34:39.064092931,96.93,Groceries,L3
4e4f7de6-c66c-4d34-a1aa-0a881122289a,2025-11-30T13:34:39.064351277,39.89,Deposit,L3
97870627-700f-4dde-8d93-7971ce0c84ee,2025-11-29T14:34:39.064483009,62.75,Gas,L5
2411501d-7342-4c29-b7ca-a1179fd4e2f0,2025-11-29T16:34:39.064571045,36.88,Gas,L5
f4456b21-ce81-4256-95f6-34ecd63c6e72,2025-12-02T15:34:39.064672760,12.31,Deposit,L1
a7d3d733-2fa7-452a-9e92-3ff9f2fc3812,2025-12-01T13:34:39.064883167,52.66,Dinner,L2
85103e9a-b82f-456d-8465-deac10ae8769,2025-12-01T09:34:39.066302991,59.00,Dinner,L2
6540f1a1-8657-43a1-b9c6-8f9c102a25db,2025-12-01T21:34:39.066531030,41.26,Groceries,L2
d84f0aee-11d0-4a75-99d0-6ad44c896df2,2025-12-01T10:34:39.066711124,49.20,Online Purchase,L3
4f111496-01a4-410a-a877-44eacf9dadfc,2025-12-01T08:34:39.066793579,71.42,Dinner,L5
c83804de-9e22-47e8-9b0d-51fdb9ac6cb5,2025-11-30T12:34:39.066908241,96.23,Deposit,L5
9f3558d2-e7c0-401a-8d6c-cabcbfd99719,2025-12-01T21:34:39.067000769,72.33,Deposit,L3
5ded6e75-7f47-45d0-ad5b-66f214a7141f,2025-11-30T10:34:39.067182679,36.77,Online Purchase,L4
a88e5554-9c49-491e-961c-ea869efa294d,2025-12-01T03:34:39.067362125,36.46,Online Purchase,L3
2373283f-76b9-4432-bff0-92d2deaca248,2025-12-01T19:34:39.067477822,19.60,Gas,L5
1a880352-7d37-47b9-92c4-640ba746bc15,2025-11-29T16:34:39.067558781,89.92,Online Purchase,L2
f0beb9d4-8d9c-45f7-b167-1e55cf50e188,2025-11-29T14:34:39.067637378,36.10,Deposit,L2
57b62d53-7159-423f-bce0-4ca808d31289,2025-12-01T21:34:39.067881222,56.19,Online Purchase,L4
f13e7689-5ad3-4493-9a1e-c834e1680619,2025-12-02T14:34:39.068148279,77.34,Dinner,L2
5551eb89-bb5c-46ae-9a9b-9fa18f5271c3,2025-11-30T07:34:39.068277330,87.36,Deposit,L4
37c098bc-c360-4870-babb-add50a4be040,2025-12-03T00:34:39.068401456,13.16,Gas,L2
d93d6035-23dc-4791-8741-ac260048a03c,2025-12-02T13:34:39.068550457,92.98,Gas,L4
3b26eff9-7ecc-4835-873a-902624ae7832,2025-11-30T21:34:39.068874853,48.97,ATM Withdrawal,L3
